w1,w2,count,p1,p2,joint.prob.nonnorm,joint.prob,expected,disparity,score
get,our,12,0.002604329,0.001535634,4.00E-06,1.56E-05,4.752335429,2.525074288,-0.625716025
a,beautiful,12,0.021117428,0.000190721,4.03E-06,1.57E-05,4.785896684,2.507367123,-0.625744129
she,went,12,0.007934655,0.000509686,4.04E-06,1.58E-05,4.805671099,2.497049788,-0.625760505
her,boyfriend,12,0.008010286,0.000509686,4.08E-06,1.60E-05,4.85147733,2.473473374,-0.625797925
to,experience,12,0.02759208,0.000147973,4.08E-06,1.60E-05,4.851670063,2.473375115,-0.625798081
but,thats,12,0.004971902,0.000822074,4.09E-06,1.60E-05,4.856873856,2.47072507,-0.625802287
was,always,12,0.005981408,0.000706983,4.23E-06,1.65E-05,5.025001355,2.388059058,-0.625933492
father,but,12,0.000858245,0.004971902,4.27E-06,1.67E-05,5.070576306,2.366594895,-0.62596756
said,its,12,0.001703337,0.002515545,4.28E-06,1.67E-05,5.091622759,2.356812468,-0.625983086
a,color,12,0.021117428,0.000207163,4.37E-06,1.71E-05,5.198473984,2.308369732,-0.626059974
speculate,on,10,3.29E-05,0.007816276,2.57E-07,1.00E-06,0.305417703,32.74204447,-0.626108246
e,is,12,0.000378154,0.011732635,4.44E-06,1.73E-05,5.27214942,2.276111514,-0.626111173
tell,her,12,0.000555722,0.008010286,4.45E-06,1.74E-05,5.289675282,2.268570254,-0.626123142
i,wanted,12,0.014264622,0.000328829,4.69E-06,1.83E-05,5.573840949,2.152913962,-0.626306709
and,outside,12,0.022837206,0.000210451,4.81E-06,1.88E-05,5.711066909,2.101183578,-0.626388815
is,making,12,0.011732635,0.000411037,4.82E-06,1.88E-05,5.730597196,2.094022593,-0.626400181
the,picture,12,0.032968442,0.000147973,4.88E-06,1.91E-05,5.797025867,2.070026989,-0.626438266
be,dropped,11,0.005813705,9.21E-05,5.35E-07,2.09E-06,0.636070591,17.29367802,-0.626451588
but,still,12,0.004971902,0.001019371,5.07E-06,1.98E-05,6.022523582,1.992520218,-0.626561283
the,number,12,0.032968442,0.00015455,5.10E-06,1.99E-05,6.054671461,1.981940734,-0.626578074
is,negatively,11,0.011732635,4.60E-05,5.40E-07,2.11E-06,0.641826886,17.13857777,-0.626697759
think,they,12,0.001548787,0.003465863,5.37E-06,2.10E-05,6.378617238,1.881285481,-0.626737832
brought,the,12,0.000164415,0.032968442,5.42E-06,2.12E-05,6.441139852,1.86302429,-0.626766816
the,press,12,0.032968442,0.000164415,5.42E-06,2.12E-05,6.441139852,1.86302429,-0.626766816
marriage,and,12,0.000253199,0.022837206,5.78E-06,2.26E-05,6.871127375,1.746438298,-0.626951859
bf,and,12,0.000256487,0.022837206,5.86E-06,2.29E-05,6.960362796,1.724048064,-0.626987396
has,some,12,0.003653295,0.001611264,5.89E-06,2.30E-05,6.994797774,1.715560676,-0.627000867
3,12,10,0.000736578,0.000355136,2.62E-07,1.02E-06,0.310839927,32.17089935,-0.627014755
boyfriend,is,12,0.000509686,0.011732635,5.98E-06,2.34E-05,7.105940523,1.688727898,-0.627043455
care,for,12,0.000690542,0.008924432,6.16E-06,2.41E-05,7.32308647,1.638653326,-0.627122933
before,was,12,0.001032525,0.005981408,6.18E-06,2.41E-05,7.338839188,1.635135979,-0.627128515
had,an,12,0.002505681,0.002508969,6.29E-06,2.46E-05,7.470411644,1.606337184,-0.627174224
live,with,12,0.000723425,0.008704116,6.30E-06,2.46E-05,7.482412491,1.603760821,-0.627178313
will,do,12,0.002499104,0.002541852,6.35E-06,2.48E-05,7.548455696,1.589729142,-0.627200584
keep,in,12,0.000532704,0.012064753,6.43E-06,2.51E-05,7.63708722,1.571279685,-0.627229866
story,is,12,0.000552434,0.011732635,6.48E-06,2.53E-05,7.701922631,1.558052525,-0.62725086
around,her,12,0.000815497,0.008010286,6.53E-06,2.55E-05,7.762363728,1.545920859,-0.627270115
in,talk,12,0.012064753,0.000542569,6.55E-06,2.56E-05,7.778514761,1.542710963,-0.62727521
by,their,12,0.002772032,0.002531987,7.02E-06,2.74E-05,8.340331717,1.438791694,-0.627440148
months,old,11,0.000522839,0.001062119,5.55E-07,2.17E-06,0.659879552,16.66970884,-0.627441938
happy,to,12,0.000259775,0.02759208,7.17E-06,2.80E-05,8.517376333,1.408884559,-0.627487616
maybe,a,12,0.000341983,0.021117428,7.22E-06,2.82E-05,8.581607847,1.398339357,-0.627504353
i,went,12,0.014264622,0.000509686,7.27E-06,2.84E-05,8.639453472,1.388976749,-0.627519214
set,to,12,0.000266352,0.02759208,7.35E-06,2.87E-05,8.733006113,1.374097286,-0.62754283
this,way,12,0.006764022,0.00109829,7.43E-06,2.90E-05,8.827663758,1.359363058,-0.627566216
a,person,12,0.021117428,0.000355136,7.50E-06,2.93E-05,8.911669687,1.346549011,-0.627586554
was,really,12,0.005981408,0.001265993,7.57E-06,2.96E-05,8.99825824,1.333591422,-0.62760712
point,of,12,0.000473514,0.01604359,7.60E-06,2.97E-05,9.027309541,1.329299715,-0.627613932
or,how,12,0.003367214,0.002298518,7.74E-06,3.02E-05,9.19691466,1.304785403,-0.62765284
just,one,12,0.003166628,0.002456356,7.78E-06,3.04E-05,9.242977868,1.298282888,-0.627663161
so,im,12,0.003745368,0.002097932,7.86E-06,3.07E-05,9.337044465,1.285203262,-0.627683921
just,an,12,0.003166628,0.002508969,7.94E-06,3.10E-05,9.440953298,1.271058083,-0.627706372
it,may,12,0.007714339,0.001035813,7.99E-06,3.12E-05,9.495188389,1.26379799,-0.627717895
the,article,12,0.032968442,0.000243334,8.02E-06,3.13E-05,9.532886982,1.258800196,-0.627725827
over,this,12,0.001262705,0.006764022,8.54E-06,3.34E-05,10.14917031,1.18236266,-0.627847147
relationship,he,12,0.001124597,0.007599249,8.55E-06,3.34E-05,10.15526067,1.181653567,-0.627848272
took,a,12,0.000411037,0.021117428,8.68E-06,3.39E-05,10.31443251,1.163418345,-0.627877215
judge,to,12,0.000315676,0.02759208,8.71E-06,3.40E-05,10.35022947,1.159394585,-0.627883601
then,she,12,0.001127885,0.007934655,8.95E-06,3.50E-05,10.63448508,1.128404423,-0.627932788
get,him,12,0.002604329,0.003446133,8.97E-06,3.51E-05,10.66476987,1.125200088,-0.627937874
posted,a,12,0.000440631,0.021117428,9.31E-06,3.64E-05,11.05707165,1.085278307,-0.628001237
a,free,12,0.021117428,0.000440631,9.31E-06,3.64E-05,11.05707165,1.085278307,-0.628001237
advice,and,12,0.000407749,0.022837206,9.31E-06,3.64E-05,11.06519214,1.084481846,-0.628002501
like,what,12,0.00312388,0.002982483,9.32E-06,3.64E-05,11.07123111,1.083890299,-0.62800344
the,poor,12,0.032968442,0.000282793,9.32E-06,3.64E-05,11.07876055,1.083153657,-0.628004609
out,what,12,0.003127168,0.002982483,9.33E-06,3.64E-05,11.08288503,1.082750562,-0.628005249
it,really,12,0.007714339,0.001265993,9.77E-06,3.82E-05,11.60523025,1.034016537,-0.628082599
life,away,11,0.001236399,0.000460361,5.69E-07,2.22E-06,0.676364656,16.26341635,-0.628086796
she,really,12,0.007934655,0.001265993,1.00E-05,3.93E-05,11.93666692,1.005305759,-0.628128168
you,didnt,12,0.010821778,0.000930587,1.01E-05,3.94E-05,11.96683608,1.002771319,-0.62813219
i,always,12,0.014264622,0.000706983,1.01E-05,3.94E-05,11.98375804,1.001355331,-0.628134438
news,broke,11,0.001792121,0.000322253,5.78E-07,2.26E-06,0.686258287,16.02895032,-0.628458935
was,aware,11,0.005981408,9.86E-05,5.90E-07,2.31E-06,0.70116298,15.68822131,-0.628999733
i,swear,11,0.014264622,4.27E-05,6.10E-07,2.38E-06,0.724599323,15.18080358,-0.629805095
single,mother,11,0.000453785,0.001354777,6.15E-07,2.40E-06,0.730535503,15.05744753,-0.630000883
2,21,10,0.001144327,0.000243334,2.78E-07,1.09E-06,0.330884168,30.22205643,-0.630107915
this,tweet,11,0.006764022,9.21E-05,6.23E-07,2.43E-06,0.740043668,14.86398772,-0.630307938
affect,your,10,5.92E-05,0.004748297,2.81E-07,1.10E-06,0.333967898,29.94299773,-0.630550831
curtain,on,10,3.62E-05,0.007816276,2.83E-07,1.10E-06,0.335959473,29.76549498,-0.63083256
as,possible,11,0.004524693,0.000144685,6.55E-07,2.56E-06,0.777922145,14.14023251,-0.631456666
our,free,11,0.001535634,0.000440631,6.77E-07,2.64E-06,0.804056752,13.68062637,-0.632186143
below,before,10,0.000282793,0.001032525,2.92E-07,1.14E-06,0.346970957,28.82085606,-0.632331869
of,tragedy,11,0.01604359,4.27E-05,6.86E-07,2.68E-06,0.814965445,13.4975048,-0.632476789
5,months,10,0.000562298,0.000522839,2.94E-07,1.15E-06,0.349347998,28.62475255,-0.632643121
got,married,11,0.001121308,0.000628064,7.04E-07,2.75E-06,0.836859924,13.14437421,-0.63303727
for,example,11,0.008924432,7.89E-05,7.04E-07,2.75E-06,0.836924168,13.14336522,-0.633038872
who,knows,11,0.002857528,0.00024991,7.14E-07,2.79E-06,0.848590944,12.96266484,-0.633325676
day,every,11,0.001052254,0.000703695,7.40E-07,2.89E-06,0.879890798,12.50155136,-0.634057545
tomlinsons,baby,10,4.93E-05,0.006152399,3.03E-07,1.19E-06,0.360603611,27.73128085,-0.634061219
sent,from,11,0.000226892,0.003271853,7.42E-07,2.90E-06,0.882139351,12.46968519,-0.634108122
different,women,10,0.00028937,0.001062119,3.07E-07,1.20E-06,0.365216356,27.38103001,-0.634617129
first,name,11,0.001348201,0.000565587,7.63E-07,2.98E-06,0.906102498,12.13990693,-0.634631539
seem,like,11,0.000246622,0.00312388,7.70E-07,3.01E-06,0.915482175,12.01552613,-0.634828953
been,found,11,0.00187104,0.000414325,7.75E-07,3.03E-06,0.921187075,11.94111414,-0.634947058
spam,you,11,7.23E-05,0.010821778,7.83E-07,3.06E-06,0.930284077,11.82434514,-0.635132391
forms,of,11,4.93E-05,0.01604359,7.91E-07,3.09E-06,0.940344744,11.69783749,-0.635333181
mr,obama,10,0.000305811,0.001029236,3.15E-07,1.23E-06,0.374017834,26.73669302,-0.635639807
this,thread,11,0.006764022,0.000124955,8.45E-07,3.30E-06,1.004344978,10.95241201,-0.636516304
years,later,10,0.001025948,0.000315676,3.24E-07,1.27E-06,0.384849433,25.98418794,-0.636834166
their,lives,11,0.002531987,0.000348559,8.83E-07,3.45E-06,1.048724985,10.48892718,-0.637251937
a,plastic,11,0.021117428,4.27E-05,9.03E-07,3.53E-06,1.072700981,10.25448862,-0.637624033
fell,in,11,7.56E-05,0.012064753,9.12E-07,3.57E-06,1.084277815,10.14500144,-0.637797808
such,an,11,0.000368289,0.002508969,9.24E-07,3.61E-06,1.09801326,10.01809395,-0.637999233
on,individuals,10,0.007816276,4.27E-05,3.34E-07,1.31E-06,0.397043013,25.18618806,-0.638100734
please,see,11,0.000634641,0.00152248,9.66E-07,3.78E-06,1.14816241,9.580526157,-0.638693731
would,rather,10,0.002259058,0.000151262,3.42E-07,1.34E-06,0.406050073,24.6275045,-0.638987464
1,2,11,0.000871398,0.001144327,9.97E-07,3.90E-06,1.184923034,9.283303371,-0.639165476
getting,pregnant,10,0.000565587,0.000611623,3.46E-07,1.35E-06,0.411061133,24.32728173,-0.639463971
could,go,11,0.000864821,0.001177209,1.02E-06,3.98E-06,1.209772754,9.092616743,-0.63946813
knew,about,11,0.000272928,0.003791404,1.03E-06,4.04E-06,1.229624262,8.94582218,-0.639701119
this,topic,11,0.006764022,0.00015455,1.05E-06,4.08E-06,1.242216158,8.855141622,-0.639845045
new,post,11,0.001854598,0.000582028,1.08E-06,4.22E-06,1.282677258,8.575812766,-0.64028839
powerful,that,11,9.54E-05,0.011456419,1.09E-06,4.27E-06,1.298198696,8.473279196,-0.640451129
are,sent,11,0.004843658,0.000226892,1.10E-06,4.29E-06,1.305920868,8.423174994,-0.640530653
confront,and,11,4.93E-05,0.022837206,1.13E-06,4.40E-06,1.338531307,8.217962437,-0.640856362
been,trying,11,0.00187104,0.000611623,1.14E-06,4.47E-06,1.359847587,8.089141834,-0.641060823
point,where,10,0.000473514,0.000769461,3.64E-07,1.42E-06,0.432955612,23.09705595,-0.641416558
good,times,10,0.000989777,0.000368289,3.65E-07,1.42E-06,0.433161194,23.08609389,-0.641433956
to,prevent,11,0.02759208,4.27E-05,1.18E-06,4.61E-06,1.401593574,7.8482095,-0.641443225
didnt,even,11,0.000930587,0.001269282,1.18E-06,4.62E-06,1.403585149,7.837073517,-0.6414609
violence,or,10,0.000108514,0.003367214,3.65E-07,1.43E-06,0.434189104,23.03143931,-0.641520703
impacting,the,11,3.62E-05,0.032968442,1.19E-06,4.66E-06,1.417050768,7.762601208,-0.641579101
last,time,11,0.0006741,0.001805274,1.22E-06,4.76E-06,1.446076371,7.6067905,-0.6418264
i,pray,11,0.014264622,8.55E-05,1.22E-06,4.77E-06,1.449198647,7.590401788,-0.641852412
avoid,this,11,0.000180856,0.006764022,1.22E-06,4.78E-06,1.453657206,7.567121022,-0.641889363
type,your,11,0.000259775,0.004748297,1.23E-06,4.82E-06,1.465747995,7.504700698,-0.641988435
grinsell,was,11,0.000207163,0.005981408,1.24E-06,4.84E-06,1.472442257,7.470581576,-0.642042588
dating,both,10,0.000614911,0.000605046,3.72E-07,1.45E-06,0.44210401,22.61911175,-0.64217514
and,emotionally,11,0.022837206,5.59E-05,1.28E-06,4.99E-06,1.517002148,7.251143326,-0.642390875
pay,child,11,0.000430767,0.003038384,1.31E-06,5.11E-06,1.555278939,7.07268627,-0.642674119
tomlinson,is,11,0.000111802,0.011732635,1.31E-06,5.13E-06,1.558722437,7.057061435,-0.642698918
claim,that,11,0.00011509,0.011456419,1.32E-06,5.15E-06,1.566791529,7.020717048,-0.642756603
our,own,11,0.001535634,0.00086811,1.33E-06,5.21E-06,1.58411181,6.943954293,-0.642878439
number,one,10,0.00015455,0.002456356,3.80E-07,1.48E-06,0.451111069,22.16748974,-0.642891944
my,step,11,0.005422398,0.000246622,1.34E-06,5.23E-06,1.589084323,6.922225485,-0.642912927
well,never,11,0.001321894,0.001012795,1.34E-06,5.23E-06,1.590896014,6.914342547,-0.642925438
dating,someone,10,0.000614911,0.000618199,3.80E-07,1.49E-06,0.451714966,22.13785405,-0.642938982
why,did,11,0.001223246,0.001101579,1.35E-06,5.27E-06,1.601226508,6.869733886,-0.64299624
baby,law,11,0.006152399,0.000226892,1.40E-06,5.45E-06,1.658776608,6.631393247,-0.643374529
on,purpose,10,0.007816276,4.93E-05,3.86E-07,1.51E-06,0.458126554,21.82802965,-0.643430728
hes,black,11,0.000904281,0.001555363,1.41E-06,5.50E-06,1.671317108,6.581635494,-0.643453503
is,bmdds,10,0.011732635,3.29E-05,3.86E-07,1.51E-06,0.458447776,21.81273535,-0.643455003
the,dish,11,0.032968442,4.27E-05,1.41E-06,5.51E-06,1.674696362,6.568354868,-0.643474582
as,possibly,10,0.004524693,8.55E-05,3.87E-07,1.51E-06,0.459681267,21.75420386,-0.643547903
got,back,11,0.001121308,0.001282435,1.44E-06,5.62E-06,1.708771572,6.437373012,-0.643682474
be,seen,11,0.005813705,0.000256487,1.49E-06,5.83E-06,1.771910932,6.207986983,-0.64404655
legally,and,11,6.58E-05,0.022837206,1.50E-06,5.87E-06,1.784708409,6.163471827,-0.644117204
years,after,11,0.001025948,0.001509327,1.55E-06,6.05E-06,1.840061352,5.978061539,-0.644411483
he,couldnt,11,0.007599249,0.000207163,1.57E-06,6.15E-06,1.870705914,5.880133226,-0.644566912
aware,of,11,9.86E-05,0.01604359,1.58E-06,6.18E-06,1.880689488,5.848918746,-0.644616455
weve,been,10,0.000213739,0.00187104,4.00E-07,1.56E-06,0.475215554,21.04308225,-0.644676579
look,like,11,0.000516262,0.00312388,1.61E-06,6.30E-06,1.916409354,5.739901018,-0.644789486
com,well,11,0.001226534,0.001321894,1.62E-06,6.34E-06,1.926637056,5.709430307,-0.644837848
the,negro,11,0.032968442,4.93E-05,1.63E-06,6.35E-06,1.932341956,5.692574219,-0.644864602
show,up,11,0.000552434,0.003225817,1.78E-06,6.96E-06,2.117597001,5.194567235,-0.645655027
other,children,11,0.001364642,0.001335048,1.82E-06,7.12E-06,2.16490655,5.081050726,-0.645835198
get,every,11,0.002604329,0.000703695,1.83E-06,7.16E-06,2.177729725,5.051131861,-0.645882685
the,rise,11,0.032968442,5.59E-05,1.84E-06,7.20E-06,2.18998755,5.022859605,-0.645927558
on,tv,11,0.007816276,0.000236757,1.85E-06,7.23E-06,2.199007458,5.002256795,-0.645960258
seeking,a,11,8.88E-05,0.021117428,1.87E-06,7.33E-06,2.227917422,4.937346372,-0.646063283
that,statement,11,0.011456419,0.000164415,1.88E-06,7.36E-06,2.238273613,4.914501934,-0.646099541
so,glad,10,0.003745368,0.000111802,4.19E-07,1.64E-06,0.497585442,20.097051,-0.646178099
to,protect,11,0.02759208,6.91E-05,1.91E-06,7.45E-06,2.264112696,4.858415404,-0.64618856
sorry,for,11,0.000213739,0.008924432,1.91E-06,7.45E-06,2.266669622,4.85293485,-0.646197259
a,chance,11,0.021117428,9.21E-05,1.94E-06,7.60E-06,2.310432882,4.761012573,-0.646343156
the,biomom,11,0.032968442,5.92E-05,1.95E-06,7.62E-06,2.318810347,4.743811849,-0.646370456
she,gave,11,0.007934655,0.000253199,2.01E-06,7.85E-06,2.387333385,4.607651395,-0.646586567
a,previous,11,0.021117428,9.54E-05,2.01E-06,7.87E-06,2.392948342,4.596839726,-0.646603727
for,president,11,0.008924432,0.000226892,2.02E-06,7.91E-06,2.406156983,4.571605293,-0.646643779
view,on,11,0.000259775,0.007816276,2.03E-06,7.93E-06,2.41279985,4.559018851,-0.646663756
dont,feel,11,0.002686537,0.000772749,2.08E-06,8.11E-06,2.466919302,4.45900277,-0.646822499
away,as,11,0.000460361,0.004524693,2.08E-06,8.14E-06,2.475206825,4.444073073,-0.646846195
a,piece,11,0.021117428,9.86E-05,2.08E-06,8.14E-06,2.475463802,4.443611735,-0.646846927
a,surrogate,11,0.021117428,0.000101937,2.15E-06,8.41E-06,2.557979262,4.300269421,-0.647074437
and,divorced,11,0.022837206,9.54E-05,2.18E-06,8.51E-06,2.587827193,4.250670226,-0.64715316
this,whole,11,0.006764022,0.000322253,2.18E-06,8.52E-06,2.590152839,4.246853635,-0.647159217
come,from,11,0.000680677,0.003271853,2.23E-06,8.70E-06,2.646418052,4.156561731,-0.647302527
intended,to,11,8.22E-05,0.02759208,2.27E-06,8.86E-06,2.695372257,4.08106894,-0.647422347
l,a,11,0.000108514,0.021117428,2.29E-06,8.95E-06,2.723010182,4.039647032,-0.647488091
black,people,11,0.001555363,0.00152248,2.37E-06,9.25E-06,2.813890258,3.909178749,-0.647695167
the,process,11,0.032968442,7.23E-05,2.39E-06,9.32E-06,2.834101535,3.881300604,-0.647739415
i,totally,11,0.014264622,0.000167703,2.39E-06,9.35E-06,2.842658884,3.869616598,-0.64775796
of,becoming,11,0.01604359,0.000151262,2.43E-06,9.48E-06,2.883723881,3.814512226,-0.64784542
2015,at,11,0.000644506,0.003774962,2.43E-06,9.51E-06,2.891099134,3.804781327,-0.647860865
to,accept,11,0.02759208,8.88E-05,2.45E-06,9.57E-06,2.911002038,3.778767537,-0.647902153
to,decide,11,0.02759208,8.88E-05,2.45E-06,9.57E-06,2.911002038,3.778767537,-0.647902153
another,child,11,0.000818785,0.003038384,2.49E-06,9.72E-06,2.956217221,3.720971491,-0.647993886
keep,your,11,0.000532704,0.004748297,2.53E-06,9.88E-06,3.005711078,3.659699723,-0.648091135
the,road,11,0.032968442,7.89E-05,2.60E-06,1.02E-05,3.091747129,3.557858887,-0.648252774
where,they,11,0.000769461,0.003465863,2.67E-06,1.04E-05,3.168994551,3.471132506,-0.648390425
a,secret,11,0.021117428,0.000128243,2.71E-06,1.06E-05,3.218102943,3.418162873,-0.648474497
point,be,11,0.000473514,0.005813705,2.75E-06,1.08E-05,3.271220182,3.362659616,-0.64856259
it,gets,11,0.007714339,0.000361712,2.79E-06,1.09E-05,3.315780072,3.317469723,-0.648634315
idea,of,11,0.000177568,0.01604359,2.85E-06,1.11E-05,3.385241078,3.249399303,-0.648742355
until,he,11,0.000378154,0.007599249,2.87E-06,1.12E-05,3.414780636,3.221290376,-0.648786968
showed,up,10,0.000141397,0.003225817,4.56E-07,1.78E-06,0.542003994,18.45004853,-0.648792184
it,affect,10,0.007714339,5.92E-05,4.57E-07,1.78E-06,0.542582194,18.43038735,-0.64882339
didnt,like,11,0.000930587,0.00312388,2.91E-06,1.14E-05,3.454419408,3.184326713,-0.648845636
some,time,11,0.001611264,0.001805274,2.91E-06,1.14E-05,3.456475228,3.18243276,-0.648848642
i,couldnt,11,0.014264622,0.000207163,2.96E-06,1.15E-05,3.511519798,3.13254677,-0.64892782
him,off,11,0.003446133,0.000858245,2.96E-06,1.16E-05,3.514526434,3.129866912,-0.648932074
relationship,advice,10,0.001124597,0.000407749,4.59E-07,1.79E-06,0.544894991,18.3521599,-0.648947551
with,each,11,0.008704116,0.000345271,3.01E-06,1.17E-05,3.571151416,3.080239037,-0.649010842
the,original,11,0.032968442,9.21E-05,3.04E-06,1.19E-05,3.607038317,3.049593332,-0.649059482
the,air,11,0.032968442,9.21E-05,3.04E-06,1.19E-05,3.607038317,3.049593332,-0.649059482
being,an,11,0.001236399,0.002508969,3.10E-06,1.21E-05,3.686187373,2.984113092,-0.649163411
relationship,when,11,0.001124597,0.002801627,3.15E-06,1.23E-05,3.743955904,2.938068792,-0.649236491
drama,how,11,0.001381084,0.002298518,3.17E-06,1.24E-05,3.772172028,2.916091821,-0.649271373
becoming,a,11,0.000151262,0.021117428,3.19E-06,1.25E-05,3.795711163,2.898007653,-0.649300076
took,her,11,0.000411037,0.008010286,3.29E-06,1.29E-05,3.912481718,2.811514735,-0.649437355
0,in,11,0.000272928,0.012064753,3.29E-06,1.29E-05,3.912828637,2.81126546,-0.649437751
though,she,11,0.000420902,0.007934655,3.34E-06,1.30E-05,3.968554198,2.771790292,-0.649500405
house,at,11,0.000891128,0.003774962,3.36E-06,1.31E-05,3.997387068,2.751797565,-0.649532137
hard,for,11,0.000378154,0.008924432,3.37E-06,1.32E-05,4.010261638,2.742963176,-0.649546159
everyone,is,11,0.00028937,0.011732635,3.40E-06,1.33E-05,4.034340426,2.726591918,-0.649572143
mama,says,11,0.00366316,0.000930587,3.41E-06,1.33E-05,4.050761285,2.715538939,-0.649589686
dont,make,11,0.002686537,0.001269282,3.41E-06,1.33E-05,4.052046172,2.714677852,-0.649591053
guess,i,11,0.000240046,0.014264622,3.42E-06,1.34E-05,4.068903893,2.703430774,-0.649608904
word,of,11,0.000213739,0.01604359,3.43E-06,1.34E-05,4.074827223,2.69950096,-0.649615141
let,your,11,0.000753019,0.004748297,3.58E-06,1.40E-05,4.248813808,2.588957883,-0.649790593
the,amount,11,0.032968442,0.000108514,3.58E-06,1.40E-05,4.251152303,2.587533736,-0.649792853
has,two,11,0.003653295,0.000993065,3.63E-06,1.42E-05,4.311079445,2.551565134,-0.649849941
for,making,11,0.008924432,0.000411037,3.67E-06,1.43E-05,4.358980042,2.523526122,-0.649894444
the,summer,11,0.032968442,0.000111802,3.69E-06,1.44E-05,4.3799751,2.511429803,-0.649913643
obama,has,11,0.001029236,0.003653295,3.76E-06,1.47E-05,4.468105517,2.461893516,-0.649992266
have,always,11,0.005576948,0.000706983,3.94E-06,1.54E-05,4.685212918,2.34781219,-0.650173334
is,TRUE,11,0.011732635,0.000338694,3.97E-06,1.55E-05,4.722012089,2.329515425,-0.650202374
because,im,11,0.001917076,0.002097932,4.02E-06,1.57E-05,4.779189572,2.301645464,-0.650246608
they,should,11,0.003465863,0.001170633,4.06E-06,1.59E-05,4.821205386,2.281587097,-0.650278445
who,were,11,0.002857528,0.001433696,4.10E-06,1.60E-05,4.86823226,2.259547083,-0.650313426
and,avoid,11,0.022837206,0.000180856,4.13E-06,1.61E-05,4.907948125,2.241262483,-0.650342447
now,because,11,0.002226175,0.001917076,4.27E-06,1.67E-05,5.07133439,2.169054366,-0.650457054
or,even,11,0.003367214,0.001269282,4.27E-06,1.67E-05,5.078696794,2.165909966,-0.650462045
in,mind,11,0.012064753,0.000355136,4.28E-06,1.67E-05,5.09139148,2.160509567,-0.650470616
could,not,11,0.000864821,0.005146181,4.45E-06,1.74E-05,5.288531733,2.079972392,-0.650598443
i,came,11,0.014264622,0.000315676,4.50E-06,1.76E-05,5.350887312,2.055733818,-0.650636914
welcome,to,11,0.000164415,0.02759208,4.54E-06,1.77E-05,5.390744514,2.04053447,-0.650661038
problem,is,11,0.000388019,0.011732635,4.55E-06,1.78E-05,5.409683753,2.033390583,-0.650672377
two,are,11,0.000993065,0.004843658,4.81E-06,1.88E-05,5.715769597,1.924500247,-0.650845205
hes,my,11,0.000904281,0.005422398,4.90E-06,1.92E-05,5.826642519,1.887879678,-0.650903328
drama,has,11,0.001381084,0.003653295,5.05E-06,1.97E-05,5.995540949,1.834696834,-0.650987739
comment,on,11,0.000664236,0.007816276,5.19E-06,2.03E-05,6.169437592,1.78298262,-0.651069819
interview,to,11,0.000190721,0.02759208,5.26E-06,2.06E-05,6.253263637,1.75908144,-0.651107754
you,try,11,0.010821778,0.000486668,5.27E-06,2.06E-05,6.258274697,1.757672926,-0.65110999
best,for,11,0.000595181,0.008924432,5.31E-06,2.08E-05,6.3118031,1.742766659,-0.651133648
the,network,11,0.032968442,0.000164415,5.42E-06,2.12E-05,6.441139852,1.707772266,-0.651189191
the,future,11,0.032968442,0.000164415,5.42E-06,2.12E-05,6.441139852,1.707772266,-0.651189191
her,ex,11,0.008010286,0.000683965,5.48E-06,2.14E-05,6.510369578,1.689612221,-0.651218014
does,she,11,0.00071356,0.007934655,5.66E-06,2.21E-05,6.727939539,1.634973076,-0.651304736
three,children,10,0.000374866,0.001335048,5.00E-07,1.96E-06,0.594697221,16.81527952,-0.651386854
behind,the,11,0.000177568,0.032968442,5.85E-06,2.29E-05,6.956431041,1.581270616,-0.651389971
yourself,and,11,0.000256487,0.022837206,5.86E-06,2.29E-05,6.960362796,1.580377392,-0.651391389
i,wont,11,0.014264622,0.000414325,5.91E-06,2.31E-05,7.023039596,1.566273385,-0.651413775
though,i,11,0.000420902,0.014264622,6.00E-06,2.35E-05,7.134516415,1.541800363,-0.651452618
your,son,11,0.004748297,0.001282435,6.09E-06,2.38E-05,7.235971114,1.520182962,-0.651486928
family,but,11,0.00123311,0.004971902,6.13E-06,2.40E-05,7.285310785,1.509887543,-0.651503269
know,who,11,0.002170274,0.002857528,6.20E-06,2.42E-05,7.369342412,1.492670497,-0.651530596
using,a,11,0.000295947,0.021117428,6.25E-06,2.44E-05,7.426391406,1.481203912,-0.651548795
what,im,11,0.002982483,0.002097932,6.26E-06,2.44E-05,7.435205733,1.479447966,-0.651551582
why,not,11,0.001223246,0.005146181,6.30E-06,2.46E-05,7.480356671,1.470518116,-0.651565755
a,reason,11,0.021117428,0.000299235,6.32E-06,2.47E-05,7.508906866,1.464926946,-0.651574629
your,children,11,0.004748297,0.001335048,6.34E-06,2.48E-05,7.532831467,1.460274274,-0.651582014
to,learn,11,0.02759208,0.000230181,6.35E-06,2.48E-05,7.54704232,1.457524621,-0.651586378
the,girls,11,0.032968442,0.000197298,6.50E-06,2.54E-05,7.729367823,1.423143555,-0.651640947
get,an,11,0.002604329,0.002508969,6.53E-06,2.55E-05,7.764522338,1.416700155,-0.651651174
have,kids,11,0.005576948,0.001173921,6.55E-06,2.56E-05,7.779632613,1.413948518,-0.651655541
you,find,11,0.010821778,0.000605046,6.55E-06,2.56E-05,7.780557731,1.413780397,-0.651655808
saying,i,11,0.000470226,0.014264622,6.71E-06,2.62E-05,7.970592558,1.380073052,-0.651709308
